name,price,stock_quantity
Product_83572,917.51,219
Product_83573,747.92,309
Product_83574,869.1,305
Product_83575,834.69,343
Product_83576,151.18,52
Product_83577,320.14,86
Product_83578,845.76,298
Product_83579,320.1,225
Product_83580,462.42,474
Product_83581,528.85,462
Product_83582,893.13,72
Product_83583,639.77,258
Product_83584,418.34,304
Product_83585,182.43,26
Product_83586,824.91,466
Product_83587,391.31,317
Product_83588,574.66,45
Product_83589,556.92,84
Product_83590,873.14,44
Product_83591,28.91,171
Product_83592,735.62,291
Product_83593,407.71,275
Product_83594,428.93,29
Product_83595,405.87,205
Product_83596,387.73,76
Product_83597,914.92,357
Product_83598,229.09,497
Product_83599,624.5,42
Product_83600,461.8,435
Product_83601,504.8,275
Product_83602,211.05,193
Product_83603,861.0,241
Product_83604,798.28,11
Product_83605,383.52,292
Product_83606,166.67,112
Product_83607,156.63,217
Product_83608,692.64,336
Product_83609,378.86,454
Product_83610,87.79,500
Product_83611,246.99,110
Product_83612,280.71,196
Product_83613,166.43,299
Product_83614,908.02,458
Product_83615,494.14,323
Product_83616,265.39,463
Product_83617,678.41,116
Product_83618,400.97,362
Product_83619,320.65,456
Product_83620,991.74,302
Product_83621,241.46,323
Product_83622,547.08,271
Product_83623,342.76,356
Product_83624,670.63,264
Product_83625,179.33,142
Product_83626,321.15,161
Product_83627,914.34,191
Product_83628,540.61,309
Product_83629,180.17,485
Product_83630,466.23,102
Product_83631,887.13,434
Product_83632,93.6,363
Product_83633,651.18,492
Product_83634,31.32,359
Product_83635,607.23,479
Product_83636,112.4,411
Product_83637,709.81,384
Product_83638,788.63,147
Product_83639,452.59,68
Product_83640,242.27,363
Product_83641,401.56,2
Product_83642,585.89,73
Product_83643,237.83,289
Product_83644,507.06,85
Product_83645,720.83,486
Product_83646,684.77,67
Product_83647,576.8,289
Product_83648,904.12,290
Product_83649,815.55,394
Product_83650,701.98,452
Product_83651,633.34,57
Product_83652,387.67,462
Product_83653,744.47,392
Product_83654,781.23,282
Product_83655,371.41,311
Product_83656,587.62,495
Product_83657,485.21,389
Product_83658,935.47,121
Product_83659,377.18,302
Product_83660,828.48,5
Product_83661,341.02,290
Product_83662,504.33,496
Product_83663,726.89,455
Product_83664,28.42,393
Product_83665,315.45,297
Product_83666,508.81,394
Product_83667,92.51,26
Product_83668,806.65,339
Product_83669,114.87,200
Product_83670,886.87,37
Product_83671,321.43,168
Product_83672,164.02,219
Product_83673,921.55,171
Product_83674,508.18,265
Product_83675,482.34,420
Product_83676,283.21,138
Product_83677,541.05,64
Product_83678,551.12,71
Product_83679,937.1,10
Product_83680,330.85,449
Product_83681,964.72,192
Product_83682,499.28,291
Product_83683,639.22,26
Product_83684,651.56,351
Product_83685,807.79,263
Product_83686,72.71,87
Product_83687,770.19,189
Product_83688,734.16,150
Product_83689,465.22,387
Product_83690,186.75,362
Product_83691,864.0,490
Product_83692,16.96,79
Product_83693,181.62,68
Product_83694,974.65,317
Product_83695,930.21,59
Product_83696,810.07,24
Product_83697,543.99,343
Product_83698,259.05,10
Product_83699,37.02,285
Product_83700,311.51,79
Product_83701,159.74,84
Product_83702,753.0,176
Product_83703,501.7,243
Product_83704,504.55,61
Product_83705,236.28,87
Product_83706,65.35,65
Product_83707,77.4,212
Product_83708,444.51,104
Product_83709,905.22,462
Product_83710,583.44,436
Product_83711,133.51,359
Product_83712,20.93,220
Product_83713,815.14,346
Product_83714,471.86,231
Product_83715,456.51,407
Product_83716,986.19,101
Product_83717,546.28,419
Product_83718,367.94,499
Product_83719,515.93,10
Product_83720,724.12,129
Product_83721,566.15,232
Product_83722,610.8,71
Product_83723,494.62,29
Product_83724,138.71,192
Product_83725,600.73,268
Product_83726,630.54,161
Product_83727,504.47,399
Product_83728,858.69,64
Product_83729,909.05,382
Product_83730,337.79,459
Product_83731,875.96,297
Product_83732,428.35,59
Product_83733,332.07,426
Product_83734,103.84,136
Product_83735,795.69,132
Product_83736,394.76,318
Product_83737,176.14,272
Product_83738,42.62,187
Product_83739,511.16,398
Product_83740,182.02,146
Product_83741,32.66,351
Product_83742,254.28,260
Product_83743,642.57,365
Product_83744,789.75,116
Product_83745,39.58,51
Product_83746,609.43,307
Product_83747,310.76,163
Product_83748,943.63,375
Product_83749,411.27,289
Product_83750,383.6,48
Product_83751,12.47,155
Product_83752,556.3,454
Product_83753,575.5,420
Product_83754,814.74,240
Product_83755,370.96,172
Product_83756,935.81,183
Product_83757,107.64,349
Product_83758,459.07,221
Product_83759,101.61,141
Product_83760,686.13,286
Product_83761,552.84,142
Product_83762,674.12,352
Product_83763,122.37,125
Product_83764,983.73,423
Product_83765,175.68,223
Product_83766,255.86,338
Product_83767,74.34,495
Product_83768,326.06,265
Product_83769,984.9,482
Product_83770,605.4,497
Product_83771,13.72,75
Product_83772,934.2,204
Product_83773,495.94,268
Product_83774,342.16,206
Product_83775,29.13,484
Product_83776,732.7,11
Product_83777,445.96,345
Product_83778,603.99,273
Product_83779,127.98,430
Product_83780,182.29,303
Product_83781,805.73,434
Product_83782,153.66,375
Product_83783,278.26,415
Product_83784,914.04,468
Product_83785,632.56,97
Product_83786,617.32,187
Product_83787,927.84,471
Product_83788,391.48,213
Product_83789,561.61,99
Product_83790,83.49,1
Product_83791,824.97,242
Product_83792,183.52,67
Product_83793,853.82,34
Product_83794,51.01,338
Product_83795,41.72,183
Product_83796,171.84,144
Product_83797,559.01,223
Product_83798,963.25,227
Product_83799,995.13,324
Product_83800,203.6,245
Product_83801,541.74,379
Product_83802,549.35,190
Product_83803,229.38,376
Product_83804,341.64,288
Product_83805,698.51,322
Product_83806,678.21,35
Product_83807,256.43,312
Product_83808,828.13,150
Product_83809,851.37,377
Product_83810,943.87,483
Product_83811,517.8,168
Product_83812,864.25,6
Product_83813,451.87,302
Product_83814,482.62,235
Product_83815,779.01,282
Product_83816,184.39,491
Product_83817,580.08,331
Product_83818,148.74,32
Product_83819,95.7,51
Product_83820,580.67,363
Product_83821,401.96,142
Product_83822,901.05,308
Product_83823,831.8,7
Product_83824,360.08,282
Product_83825,676.1,472
Product_83826,814.45,472
Product_83827,75.89,182
Product_83828,423.88,60
Product_83829,420.83,39
Product_83830,271.22,435
Product_83831,576.85,159
Product_83832,374.3,378
Product_83833,93.76,464
Product_83834,251.55,30
Product_83835,201.67,26
Product_83836,889.17,111
Product_83837,229.82,386
Product_83838,344.45,138
Product_83839,808.25,495
Product_83840,207.42,245
Product_83841,667.74,109
Product_83842,894.82,314
Product_83843,399.75,210
Product_83844,842.42,418
Product_83845,55.7,57
Product_83846,220.06,255
Product_83847,877.52,118
Product_83848,589.54,261
Product_83849,373.24,91
Product_83850,621.37,495
Product_83851,409.19,167
Product_83852,431.51,105
Product_83853,635.35,405
Product_83854,410.59,63
Product_83855,605.38,157
Product_83856,272.59,157
Product_83857,95.71,15
Product_83858,843.79,41
Product_83859,528.98,358
Product_83860,826.12,479
Product_83861,282.38,234
Product_83862,515.18,403
Product_83863,289.63,480
Product_83864,467.62,44
Product_83865,284.79,328
Product_83866,146.86,312
Product_83867,916.7,388
Product_83868,875.66,344
Product_83869,677.71,414
Product_83870,436.33,48
Product_83871,606.68,309
Product_83872,778.6,199
Product_83873,961.45,149
Product_83874,524.76,495
Product_83875,351.63,42
Product_83876,296.54,383
Product_83877,818.01,215
Product_83878,103.85,276
Product_83879,565.92,86
Product_83880,634.4,234
Product_83881,598.56,451
Product_83882,960.36,393
Product_83883,380.85,340
Product_83884,100.67,447
Product_83885,130.0,278
Product_83886,890.44,300
Product_83887,829.01,454
Product_83888,590.38,425
Product_83889,652.7,167
Product_83890,445.25,469
Product_83891,867.96,37
Product_83892,763.52,76
Product_83893,116.73,187
Product_83894,94.48,375
Product_83895,771.1,109
Product_83896,912.17,398
Product_83897,711.99,352
Product_83898,24.57,148
Product_83899,564.53,248
Product_83900,609.02,158
Product_83901,281.08,340
Product_83902,757.63,161
Product_83903,482.12,332
Product_83904,972.0,54
Product_83905,684.79,484
Product_83906,787.51,125
Product_83907,134.7,5
Product_83908,889.97,473
Product_83909,763.36,91
Product_83910,534.61,240
Product_83911,929.1,170
Product_83912,973.0,359
Product_83913,727.1,310
Product_83914,155.54,61
Product_83915,897.29,215
Product_83916,558.12,392
Product_83917,184.37,282
Product_83918,375.81,128
Product_83919,812.0,442
Product_83920,236.68,448
Product_83921,30.22,344
Product_83922,861.71,247
Product_83923,377.14,238
Product_83924,530.63,181
Product_83925,878.04,199
Product_83926,506.1,334
Product_83927,392.17,481
Product_83928,543.33,264
Product_83929,603.25,355
Product_83930,64.53,35
Product_83931,706.43,261
Product_83932,124.49,138
Product_83933,687.05,191
Product_83934,907.15,253
Product_83935,426.31,245
Product_83936,529.04,423
Product_83937,588.6,395
Product_83938,980.62,117
Product_83939,741.39,19
Product_83940,740.04,442
Product_83941,450.24,60
Product_83942,111.17,259
Product_83943,88.16,1
Product_83944,136.66,291
Product_83945,798.17,167
Product_83946,468.84,469
Product_83947,303.43,358
Product_83948,34.3,411
Product_83949,566.43,317
Product_83950,134.08,226
Product_83951,685.44,23
Product_83952,156.37,252
Product_83953,373.78,111
Product_83954,476.83,319
Product_83955,113.2,446
Product_83956,433.87,172
Product_83957,45.68,116
Product_83958,44.51,123
Product_83959,990.01,119
Product_83960,737.35,136
Product_83961,410.48,433
Product_83962,276.08,355
Product_83963,888.3,38
Product_83964,24.63,341
Product_83965,273.52,329
Product_83966,746.84,152
Product_83967,843.26,46
Product_83968,633.52,253
Product_83969,553.82,145
Product_83970,678.69,471
Product_83971,363.31,67
Product_83972,535.68,431
Product_83973,363.36,126
Product_83974,977.94,436
Product_83975,104.71,150
Product_83976,608.32,398
Product_83977,440.21,338
Product_83978,326.99,17
Product_83979,960.7,398
Product_83980,976.89,238
Product_83981,907.49,162
Product_83982,658.29,92
Product_83983,351.71,490
Product_83984,206.63,62
Product_83985,444.28,221
Product_83986,714.29,391
Product_83987,798.12,307
Product_83988,790.38,121
Product_83989,675.27,372
Product_83990,555.45,35
Product_83991,617.74,176
Product_83992,387.02,483
Product_83993,368.06,248
Product_83994,237.21,187
Product_83995,443.26,328
Product_83996,836.06,361
Product_83997,773.44,230
Product_83998,913.44,149
Product_83999,290.26,143
Product_84000,322.54,373
Product_84001,995.35,235
Product_84002,918.46,50
Product_84003,102.64,454
Product_84004,577.45,219
Product_84005,812.41,224
Product_84006,774.44,190
Product_84007,756.2,36
Product_84008,644.45,312
Product_84009,478.66,132
Product_84010,181.27,262
Product_84011,710.33,187
Product_84012,730.55,465
Product_84013,293.76,467
Product_84014,808.42,25
Product_84015,888.45,188
Product_84016,248.2,154
Product_84017,922.99,356
Product_84018,421.53,192
Product_84019,675.48,429
Product_84020,88.68,305
Product_84021,624.28,33
Product_84022,261.72,353
Product_84023,100.82,220
Product_84024,937.39,447
Product_84025,650.13,199
Product_84026,464.68,29
Product_84027,795.94,236
Product_84028,224.43,16
Product_84029,23.42,458
Product_84030,186.68,150
Product_84031,116.74,84
Product_84032,949.98,267
Product_84033,547.43,143
Product_84034,290.26,322
Product_84035,546.39,250
Product_84036,630.66,478
Product_84037,645.76,106
Product_84038,210.23,365
Product_84039,970.0,327
Product_84040,161.63,23
Product_84041,956.81,77
Product_84042,268.85,202
Product_84043,946.61,469
Product_84044,337.46,348
Product_84045,323.0,35
Product_84046,102.66,136
Product_84047,347.38,199
Product_84048,788.4,340
Product_84049,170.06,270
Product_84050,926.92,218
Product_84051,54.58,323
Product_84052,555.59,31
Product_84053,633.39,90
Product_84054,300.02,364
Product_84055,436.58,352
Product_84056,127.9,5
Product_84057,324.43,407
Product_84058,366.71,471
Product_84059,896.43,204
Product_84060,86.76,29
Product_84061,627.26,240
Product_84062,914.04,364
Product_84063,547.9,107
Product_84064,256.24,375
Product_84065,761.39,152
Product_84066,504.39,149
Product_84067,456.44,252
Product_84068,363.91,4
Product_84069,642.36,156
Product_84070,998.05,9
Product_84071,229.52,71
Product_84072,594.99,115
Product_84073,980.58,218
Product_84074,37.77,65
Product_84075,619.16,205
Product_84076,856.7,273
Product_84077,550.83,299
Product_84078,120.54,208
Product_84079,259.79,403
Product_84080,256.48,460
Product_84081,636.23,370
Product_84082,289.92,435
Product_84083,114.23,33
Product_84084,209.6,414
Product_84085,392.05,131
Product_84086,262.35,51
Product_84087,197.26,417
Product_84088,660.84,110
Product_84089,794.16,403
Product_84090,218.73,410
Product_84091,985.81,437
Product_84092,728.81,174
Product_84093,251.38,442
Product_84094,577.4,179
Product_84095,717.28,438
Product_84096,226.31,58
Product_84097,649.73,386
Product_84098,179.24,456
Product_84099,322.99,397
Product_84100,766.53,37
Product_84101,175.8,202
Product_84102,580.04,155
Product_84103,860.03,261
Product_84104,171.66,241
Product_84105,479.52,76
Product_84106,105.34,339
Product_84107,176.86,456
Product_84108,403.21,470
Product_84109,895.3,154
Product_84110,906.74,303
Product_84111,81.17,249
Product_84112,898.72,195
Product_84113,834.45,270
Product_84114,313.02,421
Product_84115,554.13,186
Product_84116,618.15,167
Product_84117,44.32,232
Product_84118,218.74,75
Product_84119,697.51,104
Product_84120,560.23,3
Product_84121,693.53,236
Product_84122,238.99,305
Product_84123,806.63,38
Product_84124,743.39,77
Product_84125,547.0,136
Product_84126,838.53,497
Product_84127,929.79,39
Product_84128,303.78,183
Product_84129,14.99,160
Product_84130,213.5,44
Product_84131,450.75,37
Product_84132,450.53,364
Product_84133,146.65,184
Product_84134,869.21,106
Product_84135,745.54,189
Product_84136,147.01,451
Product_84137,135.87,496
Product_84138,94.69,334
Product_84139,955.69,276
Product_84140,186.93,465
Product_84141,370.04,249
Product_84142,219.19,81
Product_84143,649.25,238
Product_84144,579.26,318
Product_84145,973.39,252
Product_84146,567.59,358
Product_84147,473.2,46
Product_84148,877.17,114
Product_84149,443.11,300
Product_84150,755.45,32
Product_84151,14.31,101
Product_84152,866.63,88
Product_84153,555.3,159
Product_84154,638.32,327
Product_84155,372.87,174
Product_84156,729.56,406
Product_84157,482.65,17
Product_84158,971.87,226
Product_84159,897.64,249
Product_84160,199.45,24
Product_84161,772.13,399
Product_84162,506.86,258
Product_84163,547.01,82
Product_84164,736.86,330
Product_84165,44.05,208
Product_84166,968.01,451
Product_84167,757.64,408
Product_84168,828.33,156
Product_84169,431.86,41
Product_84170,930.6,1
Product_84171,702.23,284
Product_84172,345.34,356
Product_84173,317.34,205
Product_84174,971.46,354
Product_84175,182.72,236
Product_84176,26.62,43
Product_84177,504.52,75
Product_84178,983.42,267
Product_84179,504.34,362
Product_84180,376.14,162
Product_84181,922.75,86
Product_84182,998.99,304
Product_84183,29.61,441
Product_84184,169.12,136
Product_84185,737.72,2
Product_84186,503.96,442
Product_84187,78.02,343
Product_84188,498.51,73
Product_84189,681.15,388
Product_84190,899.61,491
Product_84191,329.36,381
Product_84192,504.75,270
Product_84193,663.26,34
Product_84194,185.02,398
Product_84195,692.16,55
Product_84196,686.86,293
Product_84197,182.64,199
Product_84198,218.92,490
Product_84199,168.69,79
Product_84200,999.4,84
Product_84201,438.49,48
Product_84202,229.71,104
Product_84203,258.25,345
Product_84204,769.05,9
Product_84205,990.66,339
Product_84206,824.26,204
Product_84207,589.62,415
Product_84208,874.51,454
Product_84209,639.58,272
Product_84210,289.12,181
Product_84211,707.85,156
Product_84212,641.41,438
Product_84213,784.92,135
Product_84214,120.39,345
Product_84215,684.11,160
Product_84216,559.93,4
Product_84217,801.1,273
Product_84218,758.02,62
Product_84219,515.18,400
Product_84220,136.04,328
Product_84221,507.5,320
Product_84222,610.62,200
Product_84223,878.7,45
Product_84224,658.09,116
Product_84225,465.8,255
Product_84226,998.8,272
Product_84227,961.79,9
Product_84228,240.09,36
Product_84229,400.62,10
Product_84230,552.14,250
Product_84231,544.64,98
Product_84232,63.52,377
Product_84233,70.19,94
Product_84234,269.18,390
Product_84235,762.3,11
Product_84236,509.69,63
Product_84237,515.78,195
Product_84238,961.45,358
Product_84239,432.0,256
Product_84240,928.29,298
Product_84241,802.51,179
Product_84242,416.82,307
Product_84243,267.13,36
Product_84244,65.7,412
Product_84245,901.27,415
Product_84246,10.53,365
Product_84247,401.61,497
Product_84248,652.78,326
Product_84249,161.61,376
Product_84250,596.5,188
Product_84251,284.52,79
Product_84252,222.61,383
Product_84253,308.25,125
Product_84254,379.42,104
Product_84255,841.35,226
Product_84256,649.28,371
Product_84257,83.35,382
Product_84258,616.57,301
Product_84259,431.22,344
Product_84260,595.82,140
Product_84261,568.81,394
Product_84262,148.06,161
Product_84263,98.65,302
Product_84264,35.61,494
Product_84265,125.32,376
Product_84266,369.28,372
Product_84267,323.18,443
Product_84268,759.48,457
Product_84269,63.28,484
Product_84270,482.44,357
Product_84271,390.22,20
Product_84272,188.63,159
Product_84273,656.31,39
Product_84274,155.72,18
Product_84275,192.57,484
Product_84276,513.7,68
Product_84277,786.26,22
Product_84278,721.5,301
Product_84279,705.2,200
Product_84280,168.52,171
Product_84281,419.08,206
Product_84282,997.65,137
Product_84283,988.73,270
Product_84284,176.58,92
Product_84285,175.48,387
Product_84286,792.53,383
Product_84287,302.17,16
Product_84288,995.46,279
Product_84289,396.18,103
Product_84290,777.7,236
Product_84291,44.94,185
Product_84292,846.08,352
Product_84293,140.45,297
Product_84294,350.16,239
Product_84295,46.73,314
Product_84296,236.79,22
Product_84297,339.88,152
Product_84298,929.88,1
Product_84299,322.49,289
Product_84300,398.77,367
Product_84301,592.53,424
Product_84302,360.8,227
Product_84303,436.65,377
Product_84304,143.21,22
Product_84305,215.85,37
Product_84306,381.08,376
Product_84307,97.87,228
Product_84308,484.16,217
Product_84309,791.21,286
Product_84310,258.63,60
Product_84311,86.03,198
Product_84312,88.29,475
Product_84313,44.54,486
Product_84314,573.19,316
Product_84315,987.64,121
Product_84316,854.0,63
Product_84317,675.0,214
Product_84318,25.74,290
Product_84319,106.17,127
Product_84320,486.71,390
Product_84321,538.07,134
Product_84322,900.55,209
Product_84323,398.33,441
Product_84324,38.77,380
Product_84325,388.92,410
Product_84326,31.63,34
Product_84327,65.81,300
Product_84328,382.56,60
Product_84329,380.65,263
Product_84330,16.12,262
Product_84331,181.89,27
Product_84332,817.29,150
Product_84333,918.52,193
Product_84334,156.28,444
Product_84335,44.62,405
Product_84336,187.2,264
Product_84337,386.51,311
Product_84338,759.66,444
Product_84339,544.24,69
Product_84340,923.2,243
Product_84341,703.37,92
Product_84342,664.46,191
Product_84343,769.56,307
Product_84344,177.93,335
Product_84345,487.11,486
Product_84346,38.45,371
Product_84347,12.46,151
Product_84348,326.74,43
Product_84349,638.73,335
Product_84350,153.01,141
Product_84351,738.61,240
Product_84352,201.39,124
Product_84353,461.87,289
Product_84354,771.03,84
Product_84355,349.28,303
Product_84356,450.6,93
Product_84357,96.84,445
Product_84358,584.2,119
Product_84359,221.62,329
Product_84360,187.73,21
Product_84361,777.45,493
Product_84362,347.44,91
Product_84363,708.82,348
Product_84364,984.35,222
Product_84365,551.48,361
Product_84366,380.48,465
Product_84367,596.82,386
Product_84368,476.4,57
Product_84369,272.76,2
Product_84370,328.23,23
Product_84371,29.47,302
Product_84372,982.17,6
Product_84373,560.17,307
Product_84374,543.16,368
Product_84375,158.68,232
Product_84376,532.29,85
Product_84377,121.46,408
Product_84378,613.4,416
Product_84379,71.23,334
Product_84380,114.64,467
Product_84381,994.17,108
Product_84382,567.54,431
Product_84383,901.79,226
Product_84384,122.62,122
Product_84385,963.19,239
Product_84386,351.07,432
Product_84387,96.13,377
Product_84388,577.07,229
Product_84389,356.06,135
Product_84390,867.45,401
Product_84391,785.27,57
Product_84392,246.7,247
Product_84393,125.56,407
Product_84394,989.39,359
Product_84395,948.94,498
Product_84396,785.52,284
Product_84397,516.86,330
Product_84398,137.79,384
Product_84399,110.97,374
Product_84400,335.32,198
Product_84401,916.17,424
Product_84402,632.12,123
Product_84403,76.14,435
Product_84404,998.26,388
Product_84405,340.04,420
Product_84406,885.48,328
Product_84407,198.54,324
Product_84408,119.98,110
Product_84409,424.21,415
Product_84410,400.62,22
Product_84411,407.93,231
Product_84412,41.96,223
Product_84413,48.12,160
Product_84414,672.29,183
Product_84415,475.74,145
Product_84416,628.33,35
Product_84417,391.05,482
Product_84418,640.71,37
Product_84419,84.64,290
Product_84420,671.43,178
Product_84421,61.2,319
Product_84422,238.4,226
Product_84423,587.3,46
Product_84424,173.45,450
Product_84425,401.79,291
Product_84426,501.96,103
Product_84427,82.64,489
Product_84428,31.38,112
Product_84429,36.85,330
Product_84430,745.05,349
Product_84431,730.63,159
Product_84432,84.97,111
Product_84433,232.38,260
Product_84434,118.12,40
Product_84435,893.14,462
Product_84436,851.65,312
Product_84437,424.7,384
Product_84438,867.58,164
Product_84439,828.32,106
Product_84440,533.0,81
Product_84441,842.99,199
Product_84442,860.17,175
Product_84443,788.08,285
Product_84444,312.62,56
Product_84445,819.19,259
Product_84446,100.12,266
Product_84447,660.66,353
Product_84448,502.63,393
Product_84449,565.82,304
Product_84450,623.42,349
Product_84451,55.81,87
Product_84452,459.27,247
Product_84453,619.5,224
Product_84454,451.2,44
Product_84455,947.05,483
Product_84456,497.74,478
Product_84457,253.31,52
Product_84458,457.54,107
Product_84459,369.33,299
Product_84460,750.57,143
Product_84461,679.78,257
Product_84462,388.25,201
Product_84463,582.02,393
Product_84464,124.3,333
Product_84465,367.8,285
Product_84466,55.54,89
Product_84467,481.78,269
Product_84468,446.31,295
Product_84469,158.69,47
Product_84470,200.96,301
Product_84471,588.05,476
Product_84472,114.12,49
Product_84473,626.6,477
Product_84474,299.58,312
Product_84475,644.27,405
Product_84476,588.73,342
Product_84477,472.11,92
Product_84478,139.02,340
Product_84479,540.03,178
Product_84480,637.61,112
Product_84481,312.23,481
Product_84482,366.0,291
Product_84483,123.04,138
Product_84484,633.94,126
Product_84485,421.16,484
Product_84486,909.33,27
Product_84487,90.47,490
Product_84488,694.07,334
Product_84489,972.44,416
Product_84490,146.56,18
Product_84491,133.02,439
Product_84492,875.4,330
Product_84493,838.18,168
Product_84494,54.01,120
Product_84495,204.46,2
Product_84496,962.0,77
Product_84497,436.9,30
Product_84498,663.79,23
Product_84499,938.64,226
Product_84500,780.57,32
Product_84501,990.13,12
Product_84502,594.04,226
Product_84503,156.26,460
Product_84504,84.07,464
Product_84505,935.61,455
Product_84506,331.15,256
Product_84507,657.85,308
Product_84508,990.36,394
Product_84509,536.82,50
Product_84510,734.43,43
Product_84511,556.09,231
Product_84512,856.21,240
Product_84513,537.93,292
Product_84514,561.76,307
Product_84515,856.91,364
Product_84516,794.6,217
Product_84517,704.78,422
Product_84518,962.61,322
Product_84519,306.99,150
Product_84520,421.79,492
Product_84521,35.56,478
Product_84522,74.78,90
Product_84523,576.52,314
Product_84524,755.09,82
Product_84525,505.69,97
Product_84526,686.83,341
Product_84527,36.88,409
Product_84528,106.41,359
Product_84529,491.33,162
Product_84530,470.58,273
Product_84531,493.37,188
Product_84532,778.6,53
Product_84533,906.79,318
Product_84534,835.32,447
Product_84535,22.36,478
Product_84536,935.12,192
Product_84537,977.86,342
Product_84538,989.99,46
Product_84539,617.28,490
Product_84540,426.16,296
Product_84541,585.4,227
Product_84542,537.95,372
Product_84543,248.55,487
Product_84544,230.8,414
Product_84545,133.46,407
Product_84546,363.18,248
Product_84547,55.15,489
Product_84548,418.8,133
Product_84549,594.96,296
Product_84550,900.82,66
Product_84551,839.39,9
Product_84552,888.17,297
Product_84553,744.51,172
Product_84554,252.98,165
Product_84555,166.81,237
Product_84556,738.59,273
Product_84557,227.05,453
Product_84558,590.0,241
Product_84559,986.86,156
Product_84560,470.95,370
Product_84561,855.24,251
Product_84562,932.01,149
Product_84563,732.26,418
Product_84564,462.95,104
Product_84565,116.02,25
Product_84566,148.13,94
Product_84567,482.71,46
Product_84568,230.8,350
Product_84569,304.03,236
Product_84570,487.58,86
Product_84571,584.1,12
Product_84572,755.36,105
Product_84573,279.79,275
Product_84574,737.54,458
Product_84575,267.44,209
Product_84576,57.01,199
Product_84577,26.53,441
Product_84578,548.6,391
Product_84579,822.34,212
Product_84580,697.66,458
Product_84581,911.84,185
Product_84582,129.19,325
Product_84583,797.65,55
Product_84584,802.27,326
Product_84585,240.23,55
Product_84586,406.11,406
Product_84587,547.38,457
Product_84588,160.66,347
Product_84589,170.99,34
Product_84590,657.66,195
Product_84591,687.37,38
Product_84592,460.29,475
Product_84593,772.82,420
Product_84594,434.04,264
Product_84595,639.92,172
Product_84596,726.58,177
Product_84597,255.29,377
Product_84598,39.17,33
Product_84599,671.93,329
Product_84600,194.56,44
Product_84601,480.18,194
Product_84602,622.79,493
Product_84603,334.13,39
Product_84604,917.83,131
Product_84605,495.1,197
Product_84606,607.94,162
Product_84607,165.16,129
Product_84608,185.18,341
Product_84609,788.39,490
Product_84610,738.56,454
Product_84611,596.47,481
Product_84612,782.14,266
Product_84613,343.63,30
Product_84614,142.65,477
Product_84615,120.25,284
Product_84616,556.12,416
Product_84617,647.96,154
Product_84618,660.72,449
Product_84619,648.64,95
Product_84620,924.26,135
Product_84621,595.59,117
Product_84622,563.74,225
Product_84623,686.86,180
Product_84624,698.1,241
Product_84625,880.01,126
Product_84626,942.49,344
Product_84627,498.42,195
Product_84628,211.26,87
Product_84629,677.11,463
Product_84630,143.72,321
Product_84631,792.47,204
Product_84632,394.49,87
Product_84633,749.33,372
Product_84634,442.28,467
Product_84635,859.93,4
Product_84636,668.7,85
Product_84637,293.2,439
Product_84638,253.31,196
Product_84639,141.21,452
Product_84640,383.01,140
Product_84641,166.02,354
Product_84642,693.18,343
Product_84643,387.89,466
Product_84644,116.33,398
Product_84645,861.37,484
Product_84646,683.3,106
Product_84647,28.59,427
Product_84648,528.19,167
Product_84649,718.4,19
Product_84650,956.24,373
Product_84651,488.86,457
Product_84652,124.08,114
Product_84653,560.76,38
Product_84654,574.32,332
Product_84655,892.15,150
Product_84656,466.3,405
Product_84657,332.6,9
Product_84658,532.2,278
Product_84659,330.91,48
Product_84660,608.27,446
Product_84661,764.97,302
Product_84662,531.19,11
Product_84663,691.72,195
Product_84664,442.4,374
Product_84665,941.51,67
Product_84666,294.51,447
Product_84667,541.89,254
Product_84668,986.26,290
Product_84669,148.85,40
Product_84670,668.35,13
Product_84671,295.39,375
Product_84672,230.9,87
Product_84673,619.17,217
Product_84674,34.59,474
Product_84675,867.23,453
Product_84676,884.94,322
Product_84677,261.12,414
Product_84678,899.7,487
Product_84679,127.88,262
Product_84680,67.39,436
Product_84681,416.07,325
Product_84682,361.47,209
Product_84683,989.19,364
Product_84684,725.11,309
Product_84685,976.24,384
Product_84686,747.67,208
Product_84687,718.3,480
Product_84688,267.23,411
Product_84689,660.8,295
Product_84690,889.19,401
Product_84691,547.61,106
Product_84692,577.22,178
Product_84693,602.48,37
Product_84694,924.16,146
Product_84695,490.08,272
Product_84696,687.07,84
Product_84697,662.57,233
Product_84698,344.44,402
Product_84699,742.1,231
Product_84700,59.6,246
Product_84701,288.26,104
Product_84702,934.72,125
Product_84703,788.29,490
Product_84704,420.69,458
Product_84705,969.78,319
Product_84706,521.2,433
Product_84707,871.53,69
Product_84708,919.52,428
Product_84709,584.69,180
Product_84710,759.54,435
Product_84711,701.83,311
Product_84712,625.79,6
Product_84713,722.79,180
Product_84714,243.65,38
Product_84715,996.14,442
Product_84716,274.89,211
Product_84717,847.94,185
Product_84718,15.86,294
Product_84719,504.83,251
Product_84720,603.74,180
Product_84721,370.53,414
Product_84722,994.17,475
Product_84723,96.23,269
Product_84724,816.88,38
Product_84725,865.25,18
Product_84726,556.6,293
Product_84727,456.42,257
Product_84728,19.17,206
Product_84729,637.58,122
Product_84730,723.85,258
Product_84731,527.58,363
Product_84732,400.93,400
Product_84733,254.8,292
Product_84734,459.67,491
Product_84735,680.38,315
Product_84736,301.95,65
